Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
705152,CHALK FARM ROAD,Camden Town with Primrose Hill,NW1 8AN,S/O NO. 60,35/18,93,Generic LED Lighting,Lighting Column,800,No,528379,184321,-0.150097,51.543195,POINT (-0.150097 51.543195),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
709848,EARNSHAW STREET,Holborn and Covent Garden,WC1A 1DG,1ST FROM NEW OXFORD STREET,35/18,42,Generic LED Lighting,Lighting Column,600,No,529930,181389,-0.128825,51.516491,POINT (-0.128825 51.516491),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
70290,HONEYBOURNE ROAD,West Hampstead,NW6 1JE,"S/O NO, 288A",35/18,50,Generic LED Lighting,Lighting Column,500,No,525540,185251,-0.190683,51.552191,POINT (-0.190683 51.552191),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
709426,MECKLENBURGH SQUARE,Holborn and Covent Garden,WC1N 2AB,FRONT OF LONDON HOUSE,35/18,48,Generic LED Lighting,Lighting Column,800,No,530654,182313,-0.118054,51.524628,POINT (-0.118054 51.524628),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
702450,STRATHRAY GARDENS,Belsize,NW3 3HL,S/O 42 ETON AVE,35/18,29,Generic LED Lighting,Lighting Column,600,No,527031,184461,-0.169475,51.544758,POINT (-0.169475 51.544758),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
709687,BEDFORD SQUARE,Bloomsbury,WC1B 3JA,S/O NO. 12,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529860,181743,-0.129703,51.519689,POINT (-0.129703 51.519689),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
706099,LAWFORD ROAD,Cantelowes,NW5 2LN,J/W BARTHOLOMEW ROAD,35/18,83,Generic LED Lighting,Lighting Column,800,No,529370,184685,-0.135681,51.546241,POINT (-0.135681 51.546241),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
705062,CASTLE PLACE,Camden Town with Primrose Hill,NW1 8PS,BY NO. 4.,35/18,21,Generic LED Lighting,Lighting Column,500,No,528919,184518,-0.142242,51.544843,POINT (-0.142242 51.544843),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
70285,HOLMDALE ROAD,West Hampstead,NW6 1BE,S/O NO. 11,35/18,61,Generic LED Lighting,Lighting Column,500,No,525318,185059,-0.193952,51.550515,POINT (-0.193952 51.550515),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
570817,WHETSTONE PARK,Holborn and Covent Garden,WC2A 3EG,,35/18,56,Generic LED Lighting,Wall Light,,,530820,181524,-0.115955,51.5175,POINT (-0.115955 51.5175),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
705332,HAWLEY CRESCENT,Camden Town with Primrose Hill,NW1 8NL,OPP ELEPHANT HOUSE,35/18,102,Generic LED Lighting,Lighting Column,800,No,528891,184093,-0.142801,51.54103,POINT (-0.142801 51.54103),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
7010924,ROGER STREET,Holborn and Covent Garden,WC1N 2JU,O/S 14,35/18,29,Generic LED Lighting,Lighting Column,500,No,530879,182123,-0.114883,51.522869,POINT (-0.114883 51.522869),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
70681,WEECH ROAD,Fortune Green,NW6 1DL,O/S 9,35/18,22,Generic LED Lighting,Lighting Column,500,No,525184,185665,-0.195668,51.555991,POINT (-0.195668 51.555991),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
703090,PILGRIM'S LANE,Hampstead Town,NW3 1SU,OUTSIDE 44,35/18,60,Cosmopolis,Lighting Column,400,Yes,526907,185779,-0.170787,51.556631,POINT (-0.170787 51.556631),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
704562,LAMBLE STREET,Gospel Oak,NW5 4AH,OPP NO 16A,35/18,61,Generic LED Lighting,Lighting Column,500,No,528097,185429,-0.153758,51.553217,POINT (-0.153758 51.553217),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
704292,FORTESS ROAD,Kentish Town,NW5 1AD,BY 23,35/18,110,Generic LED Lighting,Lighting Column,1000,No,528981,185440,-0.141011,51.553115,POINT (-0.141011 51.553115),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
706895,PRINCESS ROAD,Camden Town with Primrose Hill,NW1 8JJ,BETWEN 8/6,35/18,51,Generic LED Lighting,Lighting Column,800,No,528231,183806,-0.152418,51.538601,POINT (-0.152418 51.538601),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
702591,CHRISTCHURCH HILL,Hampstead Town,NW3 1LA,OUTSIDE 37,35/18,100,High Pressure Sodium,Lighting Column,400,Yes,526727,185966,-0.173315,51.558352,POINT (-0.173315 51.558352),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
701123,GOLDHURST TERRACE,Swiss Cottage,NW6 3EP,O/S 235,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,525877,184033,-0.186261,51.54117,POINT (-0.186261 51.54117),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
705873,COUNTESS ROAD,Kentish Town,NW5 2NT,BY 6,35/18,51,Generic LED Lighting,Lighting Column,600,No,529142,185475,-0.138677,51.553392,POINT (-0.138677 51.553392),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
706246,PATSHULL ROAD,Cantelowes,NW5 2LE,FRONT OF N 71,35/18,90,Cosmopolis,Lighting Column,800,No,529260,184772,-0.137234,51.547048,POINT (-0.137234 51.547048),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
709700,BLOOMSBURY STREET,Bloomsbury,WC1B 3QJ,BY 46,35/18,90,Cosmopolis,Lighting Column,800,No,529958,181623,-0.128335,51.518588,POINT (-0.128335 51.518588),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
702521,WEST HEATH ROAD,Hampstead Town,NW3 1EA,JUNCTION,35/18,90,Cosmopolis,Lighting Column,800,No,526278,186260,-0.179683,51.561095,POINT (-0.179683 51.561095),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
707428,PLENDER STREET,St Pancras and Somers Town,NW1 0LB,FRONT OF N 71,35/18,42,Generic LED Lighting,Lighting Column,800,No,529253,183589,-0.137769,51.536418,POINT (-0.137769 51.536418),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
70907,FOOTBRIDGE OVER RAIL LEADING FROM BROADHURST GARDENS TO RAIL DEPOT BEHIND BLACKBURN ROAD,Frognal and Fitzjohns,NW3 6LT,ON RAIL BRIDGE,35/18,70,High Pressure Sodium,Lighting Column,300,No,525688,184686,-0.188751,51.547081,POINT (-0.188751 51.547081),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
707035,VARNDELL STREET,Regent's Park,NW1 3RP,J/W HAMPSTEAD RD,35/18,21,Generic LED Lighting,Lighting Column,600,No,529198,182800,-0.138851,51.52934,POINT (-0.138851 51.52934),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
702465,TEMPLEWOOD AVENUE,Hampstead Town,NW3 7XD,O/S 18,35/18,42,Generic LED Lighting,Lighting Column,500,No,525846,186347,-0.18588,51.561973,POINT (-0.18588 51.561973),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
7010223,RUSSELL SQUARE,Bloomsbury,WC1B 5EH,OPP.13-16,35/18,104,LED Street Lights,Lighting Column,1000,No,530088,182064,-0.1263,51.522521,POINT (-0.1263 51.522521),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
709748,BUCKNALL STREET,Bloomsbury,WC1A 1BS,J/W SHAFTESBURY AVE,35/18,42,Generic LED Lighting,Lighting Column,500,No,530065,181410,-0.126872,51.516649,POINT (-0.126872 51.516649),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
707037,WILLIAM ROAD,Regent's Park,NW1 3EN,BY SCHOOL,35/18,29,Generic LED Lighting,Lighting Column,800,No,529113,182559,-0.140164,51.527193,POINT (-0.140164 51.527193),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
703724,FELLOWS ROAD,Belsize,NW3 3JS,O/S NO 111,35/18,29,Generic LED Lighting,Lighting Column,600,No,527090,184352,-0.168664,51.543765,POINT (-0.168664 51.543765),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
701389,LOWFIELD ROAD,West Hampstead,NW6 2PR,S/O NO. 40,35/18,42,Generic LED Lighting,Lighting Column,600,No,525174,184421,-0.196254,51.544813,POINT (-0.196254 51.544813),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
570772,HATTON PLACE,Holborn and Covent Garden,EC1N 8UN,,35/18,29,Generic LED Lighting,Wall Light,,,531384,181932,-0.107679,51.521035,POINT (-0.107679 51.521035),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7010607,GREAT ORMOND STREET,Holborn and Covent Garden,WC1N 3JB,O/S  23,35/18,72,Generic LED Lighting,Lighting Column,800,No,530580,182037,-0.119222,51.522165,POINT (-0.119222 51.522165),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
701946,FITZJOHN'S AVENUE,Frognal and Fitzjohns,NW3 6NY,OPP NO 102,35/18,56,Generic LED Lighting,Lighting Column,800,No,526459,185502,-0.177345,51.554242,POINT (-0.177345 51.554242),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
702890,HEATH STREET,Hampstead Town,NW3 1EA,NEAR BUS STOP,35/18,61,Generic LED Lighting,Lighting Column,800,No,526280,186313,-0.179635,51.561571,POINT (-0.179635 51.561571),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
707688,YORK WAY,Cantelowes,N7 9QB,ON CI OPP NO 107 AT J/W CAMDEN PARK RD,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529999,184665,-0.126622,51.545916,POINT (-0.126622 51.545916),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
709721,BLOOMSBURY WAY,Holborn and Covent Garden,WC1A 2TA,S/O NO. 5,35/18,90,Cosmopolis,Lighting Column,800,No,530323,181584,-0.123092,51.518153,POINT (-0.123092 51.518153),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
701603,BILLY FURY WAY,Frognal and Fitzjohns,NW3 6LT,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,525707,184811,-0.188433,51.5482,POINT (-0.188433 51.5482),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
702594,CHRISTCHURCH HILL,Hampstead Town,NW3 1JY,OUTSIDE 1,35/18,100,High Pressure Sodium,Lighting Column,400,Yes,526804,185911,-0.172224,51.55784,POINT (-0.172224 51.55784),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
70633,SUMATRA ROAD,West Hampstead,NW6 1PE,S/O NO. 177,35/18,56,Generic LED Lighting,Lighting Column,600,No,525363,184867,-0.193372,51.54878,POINT (-0.193372 51.54878),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
7010605,GREAT ORMOND STREET,Holborn and Covent Garden,WC1N 3JL,O/S 29,35/18,72,Generic LED Lighting,Lighting Column,800,No,530552,182021,-0.119632,51.522028,POINT (-0.119632 51.522028),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
709345,KENTON STREET,Bloomsbury,WC1N 1NP,OPP. 1-10 ABERDEEN MANSION,35/18,48,Generic LED Lighting,Lighting Column,600,No,530197,182387,-0.12461,51.525399,POINT (-0.12461 51.525399),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
70448,MENELIK ROAD,Fortune Green,NW2 3RH,O/S 40,35/18,42,Generic LED Lighting,Lighting Column,500,No,524577,185563,-0.204455,51.555209,POINT (-0.204455 51.555209),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
705960,ISLIP STREET,Kentish Town,NW5 2DL,OPP PECKWATER ST,35/18,48,Generic LED Lighting,Lighting Column,800,No,529234,185030,-0.137514,51.549372,POINT (-0.137514 51.549372),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
708475,GORDON SQUARE,Bloomsbury,WC1H 0AT,O/S NO 17,35/18,60,Generic LED Lighting,Lighting Column,800,No,529716,182241,-0.131594,51.524197,POINT (-0.131594 51.524197),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
707204,CAMDEN PARK ROAD,Cantelowes,NW1 9HF,OUTSIDE ASHTON COURT,35/18,90,Cosmopolis,Lighting Column,800,No,529760,184835,-0.130004,51.547499,POINT (-0.130004 51.547499),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
706561,DELANCEY STREET,Camden Town with Primrose Hill,NW1 7NH,BY 18,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,528922,183625,-0.142526,51.536817,POINT (-0.142526 51.536817),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
7010288,SHAFTESBURY AVENUE,Holborn and Covent Garden,WC2H 8EH,OPP N 220,35/18,90,Cosmopolis,Lighting Column,1000,No,530104,181395,-0.126316,51.516505,POINT (-0.126316 51.516505),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
708560,HANWAY PLACE,Bloomsbury,W1T 1HD,O/S NO 6,35/18,39,Generic LED Lighting,Lighting Column,500,No,529726,181456,-0.131738,51.51714,POINT (-0.131738 51.51714),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
709010,BRUNSWICK SQUARE,King's Cross,WC1N 1DN,ON CENTRE ISLAND,35/18,90,Cosmopolis,Lighting Column,800,No,530362,182244,-0.122286,51.524076,POINT (-0.122286 51.524076),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
705543,PERREN STREET,Haverstock,NW5 3LN,O/S NO 4,35/18,51,Generic LED Lighting,Lighting Column,600,No,528646,184770,-0.146085,51.54717,POINT (-0.146085 51.54717),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
706083,LADY MARGARET ROAD,Kentish Town,NW5 2NN,O/S 81,35/18,27,Generic LED Lighting,Lighting Column,500,No,529276,185611,-0.136695,51.554584,POINT (-0.136695 51.554584),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
703384,ADELAIDE ROAD,Swiss Cottage,NW3 3NR,J/O WINCHESTER ROAD L.H.S,35/18,93,Generic LED Lighting,Lighting Column,800,No,526896,184167,-0.171526,51.542146,POINT (-0.171526 51.542146),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
703042,NORTH END WAY,Hampstead Town,NW3 7HL,TOP OF NORTH END,35/18,93,Generic LED Lighting,Lighting Column,1000,No,526055,186938,-0.182655,51.567238,POINT (-0.182655 51.567238),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
705249,GRAFTON ROAD,Haverstock,NW5 4BB,O/S THE CARLTON,35/18,167,Generic LED Lighting,Lighting Column,800,No,528520,184969,-0.147828,51.548987,POINT (-0.147828 51.548987),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
705139,CHALK FARM ROAD,Camden Town with Primrose Hill,NW1 8EH,OPP. NO. 87,35/18,93,Generic LED Lighting,Lighting Column,800,No,528236,184364,-0.152142,51.543614,POINT (-0.152142 51.543614),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
7011337,RUSSELL SQUARE,Bloomsbury,WC1B 5DP,ON C/I OPP NO 28,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,,,529990,181982,-0.127742,51.521807,POINT (-0.127742 51.521807),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
704387,HIGHGATE ROAD,Highgate,NW5 1RN,OPPOSITE ST. ALBENS ROAD,35/18,60,Generic LED Lighting,Lighting Column,800,No,528302,186280,-0.150493,51.560818,POINT (-0.150493 51.560818),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
707809,CAMLEY STREET,St Pancras and Somers Town,N1C 4PW,OPP PARK,35/18,80,LED Street Lights,Lighting Column,1000,No,529946,183463,-0.12783,51.535127,POINT (-0.12783 51.535127),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
709592,ALFRED PLACE,Bloomsbury,WC1E 7ER,S/O NO. 17,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529599,181829,-0.133431,51.520522,POINT (-0.133431 51.520522),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
703985,PRIMROSE HILL ROAD,Belsize,NW3 3EL,OPP NO 46/48,35/18,83,Generic LED Lighting,Lighting Column,1000,No,527489,184523,-0.162851,51.545212,POINT (-0.162851 51.545212),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
702327,PERRIN'S LANE,Frognal and Fitzjohns,NW3 6NU,J/W HEATH ST,35/18,90,Cosmopolis,Lighting Column,400,Yes,526401,185606,-0.178144,51.55519,POINT (-0.178144 51.55519),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
705996,KENTISH TOWN ROAD,Camden Town with Primrose Hill,NW1 9NX,OPP 2,35/18,110,Generic LED Lighting,Lighting Column,800,No,528931,183930,-0.142285,51.539556,POINT (-0.142285 51.539556),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
708437,FITZROY STREET,Bloomsbury,W1T 4BL,O/S NO 8,35/18,51,Generic LED Lighting,Lighting Column,800,No,529277,181957,-0.138022,51.521746,POINT (-0.138022 51.521746),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
706382,ALBANY STREET,Regent's Park,NW1 4AB,BY 219,35/18,145,Generic LED Lighting,Lighting Column,1000,No,528625,183427,-0.146878,51.535105,POINT (-0.146878 51.535105),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
